CommandTime,DeviceTime,ValueChanged,Value,LightChanged
1589827118.1144762,1589819919.1967058,1589819919.1967058,0.0,1589819919.426553
1589827123.2124767,1589819924.290862,1589819924.290862,100.0,1589819924.511762
1589827128.3104775,1589819929.391976,1589819929.391976,0.0,1589819929.5868142
1589827133.4144979,1589819934.49832,1589819934.49832,100.0,1589819934.6675549
1589827138.5104077,1589819939.5924,1589819939.5924,0.0,1589819939.752568
1589827143.6114388,1589819944.728672,1589819944.728672,100.0,1589819944.8305907
1589827148.706409,1589819949.7888222,1589819949.7888222,0.0,1589819949.915114
1589827153.808437,1589819954.89184,1589819954.89184,100.0,1589819954.991786
1589827158.902193,1589819960.010919,1589819960.010919,0.0,1589819960.5818202
1589827163.9991744,1589819965.0767426,1589819965.0767426,100.0,1589819965.660855
1589827169.1101742,1589819970.186514,1589819970.186514,0.0,1589819970.7387068
1589827174.2101734,1589819975.29524,1589819975.29524,100.0,1589819975.82043
1589827179.3102567,1589819980.429525,1589819980.429525,0.0,1589819980.896974
1589827184.4063098,1589819985.500766,1589819985.500766,100.0,1589819985.9840038
1589827189.5033114,1589819990.5875916,1589819990.5875916,0.0,1589819991.0606523
1589827194.5993106,1589819995.7006013,1589819995.7006013,100.0,1589819996.137781
1589827199.699342,1589820000.788338,1589820000.788338,0.0,1589820001.2159567
1589827204.7971117,1589820005.885025,1589820005.885025,100.0,1589820006.301776
1589827209.8966222,1589820010.977604,1589820010.977604,0.0,1589820011.375766
1589827214.9916236,1589820016.0855567,1589820016.0855567,100.0,1589820016.4579687
1589827220.0806234,1589820021.168168,1589820021.168168,0.0,1589820021.5340462
1589827225.1756225,1589820026.260605,1589820026.260605,100.0,1589820026.6168
1589827230.2876236,1589820031.3770297,1589820031.3770297,0.0,1589820031.699079
1589827235.3896227,1589820036.476808,1589820036.476808,100.0,1589820036.777959
1589827240.4916227,1589820041.582041,1589820041.582041,0.0,1589820041.857727
1589827245.5926228,1589820046.6788359,1589820046.6788359,100.0,1589820046.931593
1589827250.6956236,1589820051.782351,1589820051.782351,0.0,1589820052.0141037
1589827255.7806234,1589820056.862387,1589820056.862387,100.0,1589820057.0889788
1589827260.867623,1589820061.9546862,1589820061.9546862,0.0,1589820062.1736007
1589827265.9796238,1589820067.0618927,1589820067.0618927,100.0,1589820067.254938
1589827271.0826228,1589820072.165184,1589820072.165184,0.0,1589820072.333605
1589827276.1796231,1589820077.267781,1589820077.267781,100.0,1589820077.411392
1589827281.2726223,1589820082.357875,1589820082.357875,0.0,1589820082.484576
1589827286.3546221,1589820087.4341938,1589820087.4341938,100.0,1589820087.5679822
1589827291.453623,1589820092.5346348,1589820092.5346348,0.0,1589820092.6457388
1589827296.5396233,1589820097.623834,1589820097.623834,100.0,1589820097.724011
1589827301.6336231,1589820102.717168,1589820102.717168,0.0,1589820102.8028893
1589827306.740622,1589820107.833315,1589820107.833315,100.0,1589820108.3843422
1589827311.8326247,1589820112.927245,1589820112.927245,0.0,1589820113.4627347
1589827316.9316235,1589820118.0167007,1589820118.0167007,100.0,1589820118.541686
1589827322.0176227,1589820123.099761,1589820123.099761,0.0,1589820123.615766
1589827327.1106236,1589820128.2063699,1589820128.2063699,100.0,1589820128.70275
1589827332.2106266,1589820133.2896018,1589820133.2896018,0.0,1589820133.776834
1589827337.3176222,1589820138.4058259,1589820138.4058259,100.0,1589820138.8544028
1589827342.4156225,1589820143.501266,1589820143.501266,0.0,1589820143.933129
1589827347.5086222,1589820148.5978658,1589820148.5978658,100.0,1589820149.003939
1589827352.595766,1589820153.685963,1589820153.685963,0.0,1589820154.083368
1589827357.7035692,1589820158.793513,1589820158.793513,100.0,1589820159.162743
1589827362.8125596,1589820163.901419,1589820163.901419,0.0,1589820164.2387938
1589827367.909558,1589820169.008864,1589820169.008864,100.0,1589820169.313389
1589827373.0035596,1589820174.096025,1589820174.096025,0.0,1589820174.383501
1589827378.102926,1589820179.185557,1589820179.185557,100.0,1589820179.462711
1589827383.2139008,1589820184.313944,1589820184.313944,0.0,1589820184.543687
1589827388.314901,1589820189.4254909,1589820189.4254909,100.0,1589820189.6198547
1589827393.4189012,1589820194.5056,1589820194.5056,0.0,1589820194.6912527
1589827398.5179014,1589820199.6095939,1589820199.6095939,100.0,1589820199.770343
1589827403.6459007,1589820204.733885,1589820204.733885,0.0,1589820204.845013
1589827408.7509007,1589820209.855257,1589820209.855257,100.0,1589820210.428375
1589827413.854902,1589820214.9472969,1589820214.9472969,0.0,1589820215.502696
1589827418.9497218,1589820220.064701,1589820220.064701,100.0,1589820220.577628
1589827424.078047,1589820225.16514,1589820225.16514,0.0,1589820225.6608067
1589827429.1697123,1589820230.2764127,1589820230.2764127,100.0,1589820230.733993
1589827434.2646317,1589820235.3541722,1589820235.3541722,0.0,1589820235.812013
1589827439.3690586,1589820240.460361,1589820240.460361,100.0,1589820240.883988
1589827444.4683025,1589820245.557569,1589820245.557569,0.0,1589820245.96336
1589827449.5695515,1589820250.7183459,1589820250.7183459,100.0,1589820251.032563
1589827454.6705923,1589820255.814292,1589820255.814292,0.0,1589820256.111003
1589827459.77175,1589820260.8929594,1589820260.8929594,100.0,1589820261.1904967
1589827464.8986592,1589820266.10183,1589820266.10183,0.0,1589820266.263248
1589827470.0008395,1589820271.094722,1589820271.094722,100.0,1589820271.348435
1589827475.0915372,1589820276.178352,1589820276.178352,0.0,1589820276.4255507
1589827480.1884966,1589820281.276898,1589820281.276898,100.0,1589820281.4963408
1589827485.286272,1589820286.3781402,1589820286.3781402,0.0,1589820286.5717468
1589827490.382715,1589820291.478353,1589820291.478353,100.0,1589820291.647594
1589827495.4812627,1589820296.569416,1589820296.569416,0.0,1589820296.7209902
1589827500.5736191,1589820301.6634,1589820301.6634,100.0,1589820301.7988327
1589827505.6669228,1589820306.760387,1589820306.760387,0.0,1589820306.87919
1589827510.7751825,1589820311.8647149,1589820311.8647149,100.0,1589820311.947576
1589827516.3234525,1589820317.5744627,1589820317.5744627,0.0,1589820318.038987
1589827521.9245415,1589820323.4173799,1589820323.4173799,100.0,1589820323.625514
1589827527.6040194,1589820328.876352,1589820328.876352,0.0,1589820329.427523
1589827533.0438323,1589820334.540592,1589820334.540592,100.0,1589820334.792921
1589827538.7481256,1589820340.11984,1589820340.11984,0.0,1589820340.8061562
1589827544.236419,1589820345.376155,1589820345.376155,100.0,1589820345.453558
1589827549.8196518,1589820351.119445,1589820351.119445,0.0,1589820351.6159298
1589827555.1278915,1589820356.2608283,1589820356.2608283,100.0,1589820356.6270819
1589827560.5614285,1589820361.872064,1589820361.872064,0.0,1589820362.208368
1589827566.1947463,1589820367.378566,1589820367.378566,100.0,1589820367.790578
1589827572.0023124,1589820373.3606782,1589820373.3606782,0.0,1589820373.878798
1589827577.2293437,1589820378.389787,1589820378.389787,100.0,1589820378.954981
1589827582.6158202,1589820383.8216922,1589820383.8216922,0.0,1589820384.029565
1589827587.9917276,1589820389.1283388,1589820389.1283388,100.0,1589820389.6189487
1589827593.6094759,1589820394.9754221,1589820394.9754221,0.0,1589820395.2011817
1589827599.1839066,1589820400.375024,1589820400.375024,100.0,1589820400.8567667
1589827604.6553092,1589820405.7883427,1589820405.7883427,0.0,1589820406.3691878
1589827610.209897,1589820411.3911507,1589820411.3911507,100.0,1589820411.954393
1589827615.8260384,1589820417.003021,1589820417.003021,0.0,1589820417.541538
1589827621.3431659,1589820422.7680142,1589820422.7680142,100.0,1589820423.1233346
1589827627.0100002,1589820428.272191,1589820428.272191,0.0,1589820428.7098727
1589827632.5714893,1589820433.7547162,1589820433.7547162,100.0,1589820434.293675
1589827638.1383986,1589820439.327511,1589820439.327511,0.0,1589820439.9170713
1589827643.745291,1589820445.054007,1589820445.054007,100.0,1589820445.4646702
1589827649.4672966,1589820450.970809,1589820450.970809,0.0,1589820451.053
1589827655.2572517,1589820456.5149827,1589820456.5149827,100.0,1589820456.6409976
1589827660.4232416,1589820461.5575047,1589820461.5575047,0.0,1589820461.7988198
1589827665.9021187,1589820467.2768419,1589820467.2768419,100.0,1589820467.806953
1589827671.6464503,1589820472.77946,1589820472.77946,0.0,1589820472.8883567
1589827677.1461008,1589820478.399441,1589820478.399441,100.0,1589820478.981058
1589827682.834152,1589820484.0215647,1589820484.0215647,0.0,1589820484.567546
1589827688.2014675,1589820489.39296,1589820489.39296,100.0,1589820489.6488008
1589827693.6775591,1589820494.817286,1589820494.817286,0.0,1589820495.236774
1589827699.4145882,1589820500.540853,1589820500.540853,100.0,1589820500.982525
1589827704.8882482,1589820506.2367182,1589820506.2367182,0.0,1589820506.4067807
1589827710.5223746,1589820512.073317,1589820512.073317,100.0,1589820512.498032
1589827716.135026,1589820517.339747,1589820517.339747,0.0,1589820517.572293
1589827721.3491263,1589820522.494384,1589820522.494384,100.0,1589820522.6545727
1589827726.9084659,1589820528.104714,1589820528.104714,0.0,1589820528.2380679
1589827732.3521209,1589820533.538037,1589820533.538037,100.0,1589820533.832674
1589827737.9851294,1589820539.239426,1589820539.239426,0.0,1589820539.415011
1589827743.447365,1589820544.837125,1589820544.837125,100.0,1589820545.005899
1589827748.5506477,1589820549.653056,1589820549.653056,0.0,1589820550.0848494
1589827753.6521196,1589820554.7447002,1589820554.7447002,100.0,1589820555.1599698
1589827758.7558842,1589820559.844798,1589820559.844798,0.0,1589820560.2399628
1589827763.8514755,1589820564.956859,1589820564.956859,100.0,1589820565.315937
1589827768.9547994,1589820570.0552702,1589820570.0552702,0.0,1589820570.399804
1589827774.0579622,1589820575.15483,1589820575.15483,100.0,1589820575.475856
1589827779.1772547,1589820580.296005,1589820580.296005,0.0,1589820580.5503647
1589827784.2799053,1589820585.37476,1589820585.37476,100.0,1589820585.6289907
1589827789.3866222,1589820590.479736,1589820590.479736,0.0,1589820590.7086508
1589827794.4785035,1589820595.5771468,1589820595.5771468,100.0,1589820595.787815
1589827799.5942316,1589820600.6911802,1589820600.6911802,0.0,1589820600.859496
1589827804.6949568,1589820605.7963548,1589820605.7963548,100.0,1589820605.938777
1589827809.7938445,1589820610.897814,1589820610.897814,0.0,1589820611.01698
1589827814.8876972,1589820615.983347,1589820615.983347,100.0,1589820616.0993507
1589827819.9890707,1589820621.0889907,1589820621.0889907,0.0,1589820621.173974
1589827825.0838032,1589820626.1839619,1589820626.1839619,100.0,1589820626.7693827
1589827830.1839147,1589820631.2800038,1589820631.2800038,0.0,1589820631.845405
1589827835.2870014,1589820636.3813426,1589820636.3813426,100.0,1589820636.924434
1589827840.3919847,1589820641.494714,1589820641.494714,0.0,1589820642.00267
1589827845.4893503,1589820646.59619,1589820646.59619,100.0,1589820647.087946
1589827850.5858595,1589820651.6909347,1589820651.6909347,0.0,1589820652.161075
1589827855.681153,1589820656.793856,1589820656.793856,100.0,1589820657.2396028
1589827860.7759955,1589820661.87028,1589820661.87028,0.0,1589820662.317849
1589827865.877059,1589820666.9780443,1589820666.9780443,100.0,1589820667.4015827
1589827870.961459,1589820672.053716,1589820672.053716,0.0,1589820672.477032
1589827876.0710032,1589820677.169533,1589820677.169533,100.0,1589820677.559707
1589827881.1630876,1589820682.2615507,1589820682.2615507,0.0,1589820682.635731
1589827886.2603934,1589820687.355044,1589820687.355044,100.0,1589820687.7108767
1589827891.3630438,1589820692.461735,1589820692.461735,0.0,1589820692.7907162
1589827896.4617295,1589820697.5682287,1589820697.5682287,100.0,1589820697.8699718
1589827901.5619423,1589820702.6573267,1589820702.6573267,0.0,1589820702.9524
1589827906.6581187,1589820707.764026,1589820707.764026,100.0,1589820708.028181
1589827911.751282,1589820712.847958,1589820712.847958,0.0,1589820713.110368
1589827916.850123,1589820717.9547987,1589820717.9547987,100.0,1589820718.1918437
1589827921.9460618,1589820723.038841,1589820723.038841,0.0,1589820723.266723
1589827927.0508482,1589820728.152715,1589820728.152715,100.0,1589820728.346514
1589827932.1526835,1589820733.257779,1589820733.257779,0.0,1589820733.4255397
1589827937.257176,1589820738.364728,1589820738.364728,100.0,1589820738.501862
1589827942.3538463,1589820743.4500108,1589820743.4500108,0.0,1589820743.5738683
1589827947.4561994,1589820748.552568,1589820748.552568,100.0,1589820748.651994
1589827952.5555587,1589820753.6616678,1589820753.6616678,0.0,1589820754.243923
1589827957.6542003,1589820758.759871,1589820758.759871,100.0,1589820759.319012
1589827962.7511997,1589820763.848309,1589820763.848309,0.0,1589820764.397886
1589827967.8551805,1589820768.9551687,1589820768.9551687,100.0,1589820769.4827816
1589827972.9573824,1589820774.0783987,1589820774.0783987,0.0,1589820774.5621789
1589827978.063879,1589820779.178101,1589820779.178101,100.0,1589820779.6362927
1589827983.1620786,1589820784.257013,1589820784.257013,0.0,1589820784.719307
1589827988.2604024,1589820789.364577,1589820789.364577,100.0,1589820789.7998018
1589827993.3628545,1589820794.462323,1589820794.462323,0.0,1589820794.8811398
1589827998.457561,1589820799.5522707,1589820799.5522707,100.0,1589820799.958949
1589828003.5611892,1589820804.658717,1589820804.658717,0.0,1589820805.0397167
1589828008.6641874,1589820809.768685,1589820809.768685,100.0,1589820810.1165082
1589828013.764286,1589820814.8657148,1589820814.8657148,0.0,1589820815.196441
1589828018.8596463,1589820819.9616997,1589820819.9616997,100.0,1589820820.275784
1589828023.9497252,1589820825.0517058,1589820825.0517058,0.0,1589820825.3565948
1589828029.0443707,1589820830.150882,1589820830.150882,100.0,1589820830.434666
1589828034.1453981,1589820835.2431347,1589820835.2431347,0.0,1589820835.5117662
1589828039.2521846,1589820840.3555868,1589820840.3555868,100.0,1589820840.591363
1589828044.351557,1589820845.4465182,1589820845.4465182,0.0,1589820845.67475
1589828049.4555047,1589820850.5621881,1589820850.5621881,100.0,1589820850.748901
1589828054.5577486,1589820855.6610796,1589820855.6610796,0.0,1589820855.830413
1589828059.6662886,1589820860.770794,1589820860.770794,100.0,1589820860.9058428
1589828064.7638476,1589820865.865673,1589820865.865673,0.0,1589820865.9845319
1589828069.8581038,1589820870.968568,1589820870.968568,100.0,1589820871.068995
1589828074.9561198,1589820876.057714,1589820876.057714,0.0,1589820876.151756
1589828080.0531607,1589820881.1564612,1589820881.1564612,100.0,1589820881.73374
1589828085.1563447,1589820886.260729,1589820886.260729,0.0,1589820886.817804
1589828090.2548928,1589820891.3595808,1589820891.3595808,100.0,1589820891.891832
1589828095.3535001,1589820896.457662,1589820896.457662,0.0,1589820896.9749868
1589828100.4550886,1589820901.558396,1589820901.558396,100.0,1589820902.056009
1589828105.5539966,1589820906.650539,1589820906.650539,0.0,1589820907.1335962
1589828110.6475892,1589820911.746713,1589820911.746713,100.0,1589820912.212003
1589828115.748878,1589820916.85239,1589820916.85239,0.0,1589820917.293358
1589828120.855099,1589820921.953508,1589820921.953508,100.0,1589820922.372778
1589828125.9586535,1589820927.06037,1589820927.06037,0.0,1589820927.456651
1589828131.0609646,1589820932.1622407,1589820932.1622407,100.0,1589820932.533074
1589828136.1605988,1589820937.26828,1589820937.26828,0.0,1589820937.614365
1589828141.2505534,1589820942.354787,1589820942.354787,100.0,1589820942.6963642
1589828146.907525,1589820948.282565,1589820948.282565,0.0,1589820948.7890887
1589828152.8271153,1589820954.021573,1589820954.021573,100.0,1589820954.457077
1589828158.4139507,1589820959.787415,1589820959.787415,0.0,1589820959.9547586
1589828163.9700751,1589820965.112086,1589820965.112086,100.0,1589820965.542816
1589828169.3621814,1589820970.562744,1589820970.562744,0.0,1589820971.1338098
1589828174.9709187,1589820976.1716828,1589820976.1716828,100.0,1589820976.715432
1589828180.5223591,1589820981.7725587,1589820981.7725587,0.0,1589820982.345156
1589828186.124162,1589820987.511602,1589820987.511602,100.0,1589820988.1298547
1589828191.4313664,1589820992.568713,1589820992.568713,0.0,1589820992.965714
1589828196.9109933,1589820998.276828,1589820998.276828,100.0,1589820998.8027868
1589828202.8030286,1589821003.9929907,1589821003.9929907,0.0,1589821004.1363688
1589828208.2874334,1589821009.4345767,1589821009.4345767,100.0,1589821009.720706
1589828213.9386077,1589821015.130731,1589821015.130731,0.0,1589821015.439269
1589828219.6546826,1589821020.9696348,1589821020.9696348,100.0,1589821021.400873
1589828225.5070267,1589821026.839896,1589821026.839896,0.0,1589821026.981803
1589828231.1058652,1589821032.47667,1589821032.47667,100.0,1589821032.5686626
1589828236.3307629,1589821037.5255167,1589821037.5255167,0.0,1589821037.956882
1589828241.5948946,1589821042.9767559,1589821042.9767559,100.0,1589821043.233827
1589828247.103035,1589821048.309012,1589821048.309012,0.0,1589821048.816399
1589828252.6337676,1589821053.90415,1589821053.90415,100.0,1589821054.40329
1589828257.9286656,1589821059.126034,1589821059.126034,0.0,1589821059.479593
1589828263.4055758,1589821064.607602,1589821064.607602,100.0,1589821065.073721
1589828269.0073655,1589821070.166539,1589821070.166539,0.0,1589821070.6573727
1589828274.2134736,1589821075.590785,1589821075.590785,100.0,1589821075.7323482
1589828279.5363088,1589821080.649845,1589821080.649845,0.0,1589821080.808997
1589828285.0972242,1589821086.2997317,1589821086.2997317,100.0,1589821086.400639
1589828290.205337,1589821091.365998,1589821091.365998,0.0,1589821091.475676
1589828295.8275962,1589821097.26144,1589821097.26144,100.0,1589821097.5745628
1589828301.729282,1589821102.9440227,1589821102.9440227,0.0,1589821103.162998
1589828307.1369338,1589821108.3129308,1589821108.3129308,100.0,1589821108.74604
1589828312.5774124,1589821113.768363,1589821113.768363,0.0,1589821114.3336957
1589828317.9430919,1589821119.0937319,1589821119.0937319,100.0,1589821119.488716
1589828323.4462893,1589821124.5898259,1589821124.5898259,0.0,1589821125.204405
1589828328.9873693,1589821130.3640997,1589821130.3640997,100.0,1589821130.5908687
1589828334.6240573,1589821136.0064301,1589821136.0064301,0.0,1589821136.174407
1589828340.2614758,1589821141.4648123,1589821141.4648123,100.0,1589821141.759264
1589828345.689467,1589821147.123784,1589821147.123784,0.0,1589821147.350586
1589828350.9927886,1589821152.139965,1589821152.139965,100.0,1589821152.5749228
